drug_name,cid,origin,smiles
UNC10225126A,10358578,LINCS,CC1=CSC(=N1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=NC=C4
UNC10225127A,25263079,LINCS,COC1=CC=C(C=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N
UNC10225128B,44533820,LINCS,C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O.Cl
UNC10225129A,44525963,LINCS,C1CN(CCC1NC(=O)NC2=CC3=C(C=C2)OCO3)C4=NC(=NC=C4)NCC5=CC=C(C=C5)F
UNC10225130B,44532475,LINCS,C1CN(CCN1)CC2=CC=C(O2)C3=CC4=NC=CC(=C4C=C3)NC5=CC=C(C=C5)OC6=CC=CC=N6.Cl
UNC10225131A,57403577,LINCS,C1COCCN1C2=CC(=O)N3C=CN(C3=N2)CC4=CC(=CC=C4)Cl
UNC10225132A,15407403,LINCS,CCOC(=O)N1CCC(CC1)N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F
UNC10225133A,11429863,LINCS,CCS(=O)(=O)C1=CC(=C(C=C1)OC)NC2=NC=C(O2)C3=CC=C(C=C3)F.Cl
UNC10225134A,44525936,LINCS,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)OC
UNC10225135A,44525952,LINCS,COC1=CC(=CC(=C1OC)OC)NC2=NC=CC(=N2)N3CCC(C3)NC(=O)C4=CC5=CC=CC=C5S4
UNC10225136A,57403578,LINCS,C1COCCN1C2=CC(=O)N3C4=CC=CC=C4N(C3=N2)CC5=C(C(=CC=C5)Cl)Cl
UNC10225137A,6539519,LINCS,C1CN(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)Cl
UNC10225138A,6539416,LINCS,C1=CC(=CC(=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3C5=CC=C(C=C5)C(F)(F)F)C(F)(F)F
UNC10225139A,44532869,LINCS,CN(C1=CC=C(C=C1)NC(=O)NC2=CC(=CC=C2)Cl)C3=NC(=NC=C3)N.Cl
UNC10225140A,6539591,LINCS,C1CCC(C1)C(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=CC=CS4
UNC10225141A,44532377,LINCS,CN1C=CC(=N1)C2=CC(=CC=C2)NC3=C4C=CC(=CC4=NC=C3)C5=NC=CS5.Cl
UNC10225143A,51354901,LINCS,C[C@H]1CC[C@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N)C(=O)NC5=CC=CC=C5
UNC10225144A,135435008,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=N3)C4=CC=C(C=C4)O
UNC10225145A,44527950,LINCS,C1CN(CCN1)CC2=CC(=CC=C2)C3=NC(=NC=C3)NCCC4=CC=C(C=C4)C#N.Cl.Cl.Cl
UNC10225146A,11514099,LINCS,C1=CC(=CC(=C1)N)C2=CC3=C(C=C2)C(=NN3)N
UNC10225147A,44525932,LINCS,COC1=CC=CC(=C1)CNC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225148A,51354328,LINCS,CC(C)(C)OC(=O)NC1CCCN(C1)C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N
UNC10225149A,99545,LINCS,C1=CC=C(C=C1)C2=NC3=NC(=NC(=C3N2)N)N
UNC10225150A,6539507,LINCS,COC1=CC=CC(=C1)C2=C(C(=O)NC2=O)NC3=CC=C(C=C3)SC
UNC10225151A,44526068,LINCS,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)Cl)Cl)C3=CC=C(C=C3)C(=O)NC4=CC=NC=C4
UNC10225152A,44525931,LINCS,C1CN(CC1NC(=O)NC2=CC=CC=C2F)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225153A,25263105,LINCS,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=C(C=CS4)Cl)OC
UNC10225154A,44526248,LINCS,CC1=CN=C(N=C1NC2=CC=CC=C2C(=O)NC)NC3=CC=CC(=C3)CS(=O)(=O)C.C(=O)O
UNC10225155A,44532683,LINCS,C1COCCN1CCCNC(=O)C2=CC(=CC=C2)NC3=NC=CC(=N3)NC4=CC=C(C=C4)OC5=CC=CC=C5
UNC10225156A,86064662,LINCS,CCN1C2=C(C=NC=C2)N=C1C3=CC=CC=N3
UNC10225157A,44525948,LINCS,COC1=CC(=CC(=C1OC)OC)NC2=NC=CC(=N2)N3CCC(C3)NC(=O)C4=CC=CC(=C4)C#N
UNC10225158A,56673950,LINCS,C1COCCN1C2=CC=C(C=C2)C3=CNC(=O)C4=C3SC(=C4)C5=CNN=C5
UNC10225160A,44525956,LINCS,COC1=CC=CC(=C1)CNC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OC)OC
UNC10225161A,44525923,LINCS,COC(=O)C(C1=CC=CC=C1)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225162A,44525961,LINCS,CC(C1=CC=C(C=C1)Cl)C(=O)NC2CCN(CC2)C3=NC(=NC=C3)NC4=CC=C(C=C4)OC
UNC10225163A,5228,LINCS,C1CSC2=NC(=C(N21)C3=CC=NC=C3)C4=CC=C(C=C4)F
UNC10225164A,44525934,LINCS,COC(=O)C1=CC(=CC=C1)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225165A,53469448,LINCS,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F
UNC10225166A,53245731,LINCS,C1=CC(=CC=C1C2=CNC(=O)C3=C2SC(=C3)C4=CC=NC=C4)O
UNC10225167A,57401865,LINCS,C1COCCN1C2=CC(=O)N3C=CN(C3=N2)CC4=C(C(=CC=C4)Cl)Cl
UNC10225168A,6539452,LINCS,C1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CC=CC=C3Cl
UNC10225169A,9861063,LINCS,C1=CC=C(C=C1)C2=NC=CC(=C2)C3=C(NN=C3)C4=CC=CC=N4
UNC10225170A,44531021,LINCS,COC1=CC2=C(C=CN=C2C=C1OC)NC3=CC(=CC=C3)OC4=CC=CC=C4.Cl
UNC10225172A,53467392,LINCS,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC=CC=C5Cl
UNC10225173A,44328970,LINCS,C1CN(CCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F)CC(F)(F)F
UNC10225174A,44528968,LINCS,C1=CC(=CC(=C1)NC(=O)C2=C(C=CC=C2F)F)C3=NN4C(=C3C5=NC(=NC=C5)NC6=CC=CC(=C6)C(F)(F)F)C=CC=N4
UNC10225175A,45270417,LINCS,CC1=NC(=CC=C1)C2=NC(=CC(=N2)NC3=CC=NC=C3)C
UNC10225177A,44525945,LINCS,COC1=CC=C(C=C1)NC2=NC=CC(=N2)N3CCC(C3)NC(=O)NC4=CC5=C(C=C4)OCO5
UNC10225178A,70685440,LINCS,CC1=NN2C(=O)C=C(N=C2N1CC3=C(C(=CC=C3)Cl)Cl)N4CCOCC4
UNC10225180A,6539612,LINCS,C1CC1C(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=NC=CS4
UNC10225181A,45272982,LINCS,CC1=NC(=CC=C1)C2=NC3=C(C(=N2)NC4=CC=NC=C4)SC=C3
UNC10225182A,135925142,LINCS,CC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)C5=CC=CC=N5)O.Cl
UNC10225183A,44525955,LINCS,COC1=CC=CC(=C1)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OC)OC
UNC10225184A,11595752,LINCS,C1=CC=C(C(=C1)C2=NC=CC(=C2)C3=C(NN=C3)C4=CC=CC=N4)C(F)(F)F
UNC10225185A,6263849,LINCS,C1=CC=C(C=C1)C2=C(N=NC3=NNC(=C23)N)C4=CC=CC=C4
UNC10225186A,6539550,LINCS,CCCC(=O)NC1=C2C=C(C=NC2=NN1)C3=CC=CC4=CC=CC=C43
UNC10225188A,11627271,LINCS,CN1CCN(CC1)CCCNC2=NC=CC(=N2)C3=C4C=CC(=CN4N=C3C5=CC=C(C=C5)F)C(=O)N
UNC10225189A,44532432,LINCS,C1=CC(=C(C=C1Cl)F)NC2=C3C=CC(=CC3=NC=C2)I
UNC10225190A,134158164,LINCS,C[C@@H]1CN(CCO1)C2=CC(=O)N3C(=N2)N(C(=N3)C)CC4=C(C(=CC=C4)Cl)Cl
UNC10225191A,6539376,LINCS,C1=CC2=C(C=NN2N=C1)C3=NC(=NC=C3)NC4=CC(=CC(=C4)C(F)(F)F)Br
UNC10225192A,6539427,LINCS,C1=CC2=C(C(=NN2N=C1)C3=CC=C(C=C3)Cl)C4=NC(=NC=C4)NC5=CC(=C(C=C5)Cl)C(F)(F)F
UNC10225193A,44525972,LINCS,CC1=CC(=C(C=C1)C)NC(=O)NCCNC2=NC(=NC=C2)NC3=CC=C(C=C3)OC
UNC10225194A,17917696,LINCS,CCOC1=NC=CC(=N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(C=C4)F
UNC10225195A,57403579,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=CC=CC=C3N4C2=NC(=CC4=O)N5CCOCC5
UNC10225197A,10239038,LINCS,CN(C)CC(COC1=CC=C(C=C1)NC2=NC=CC(=N2)C3=C4C=CC(=NN4N=C3)N5CCOCC5)O
UNC10225198A,135416046,LINCS,CCN1CCN(CC1)CCCC(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=CC=C(C=C4)O
UNC10225199A,44525966,LINCS,CC1=CC(=C(C=C1)C)NC(=O)NCCNC2=NC(=NC=C2)NC3=CC=C(C=C3)F
UNC10225200A,44526076,LINCS,CC1=C(C=C(C=C1)NC(=O)NC2=CC(=CC=C2)OC)C3=CC=C(C=C3)C(=O)NC4=CC=NC=C4
UNC10225201A,9796486,LINCS,C1=CC=C2C(=C1)C(=CC=N2)C3=C(N=C(S3)N)C4=CC=CC=N4
UNC10225202A,57398392,LINCS,CC1=CC(=CC=C1)CN2C=CN3C2=NC(=CC3=O)N4CCOCC4
UNC10225203A,227502,LINCS,C1=CC(=CC=C1N2C=NC3=C(N=CN=C32)N)Cl
UNC10225204A,86064664,LINCS,CCN1C2=C(C=NC=C2)N=C1C3=CC=NC=C3
UNC10225205A,56680318,LINCS,CCC1=NC(=C(S1)C2=NC(=NC=C2)NC3=CN=C(C=C3)N4CCN(CC4)C(=O)C)C5=CC(=CC=C5)N(C)S(=O)(=O)C6=CC=CC=C6
UNC10225208A,11057468,LINCS,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)C(=O)O
UNC10225209A,6538884,LINCS,C1=CC=C(C=C1)C2=CC3=C(NN=C3N=N2)N
UNC10225210A,44525968,LINCS,C1=CC=C(C(=C1)NC(=O)NCCNC2=NC(=NC=C2)NC3=CC=C(C=C3)F)F
UNC10225211A,86346663,LINCS,CCN1C2=C(C=NC=C2CNC3CCNCC3)N=C1C4=NON=C4N.Cl
UNC10225212A,6539525,LINCS,CN1C(=O)C(=C(C1=O)NC2=CC(=C(C(=C2)Cl)O)Cl)C3=CC=C(C=C3)Cl
UNC10225213A,44269265,LINCS,COC1=NC=CC(=N1)C2=C(N=CN2CCCN3CCOCC3)C4=CC=C(C=C4)F
UNC10225214A,46215644,LINCS,C1=CC=C(C=C1)NC2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N
UNC10225215A,44532102,LINCS,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC3=C4C=C(C=CC4=NC=C3)C5=CC=CC=N5
UNC10225216A,6539509,LINCS,CSC1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CC=C(C=C3)Cl
UNC10225217A,25222706,LINCS,CC1=C2C=C(N=CC2=NN1)C3=CC(=C(N=C3C4=C(OC=C4)C)N)OC[C@H](CC5=CNC6=CC=CC=C65)N
UNC10225218A,44525929,LINCS,CC1=CC(=C(C=C1)C)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225220A,44532450,LINCS,C1CCN(CC1)CC2=CC=C(O2)C3=CC4=NC=CC(=C4C=C3)NC5=C(C=C(C=C5)Cl)F
UNC10225222A,44526892,LINCS,CC1=CC(=NC(=N1)NC2=CC=CC(=C2)C#N)N3CCC(CC3)NS(=O)(=O)C4=CC=C(C=C4)F.C(=O)(C(F)(F)F)O
UNC10225223A,17755746,LINCS,COC(=O)NC1=NC2=C(N1)C=C(C=C2)OC3=CC=C(C=C3)CC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F
UNC10225224A,6539394,LINCS,CC1=NN2C(=C(C=N2)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(F)(F)F)C=C1
UNC10225225A,57400062,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C(=C(N3C2=NC(=CC3=O)N4CCOCC4)C)C
UNC10225226A,11682470,LINCS,CN(C)CCOC1=CC=C(C=C1)C2=NC=CC(=C2)C3=C(NN=C3)C4=CC=CC=N4
UNC10225228A,44526075,LINCS,CC1=CC(=C(C=C1)C)NC(=O)NC2=CC(=C(C=C2)C)C3=CC=C(C=C3)C(=O)NC4=CC=NC=C4
UNC10225229A,44479934,LINCS,CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=CC=C(C=C3)C(=O)NCCOC
UNC10225230A,11682680,LINCS,C1CCN(C1)C(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5
UNC10225231A,57403576,LINCS,C1COCCN1C2=CC(=O)N3C=CN(C3=N2)CC4=CC=CC=C4F
UNC10225232A,44527603,LINCS,C1=CC=C(C=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3C5=CC(=CC=C5)NC(=O)C6=C(C=CC=C6F)F
UNC10225233A,44532198,LINCS,CC(=O)NC1=CC=C(C=C1)COC2=CC=C(C=C2)NC3=C4C=C(C(=CC4=NC=C3)OC)OC.Cl
UNC10225234A,49862093,LINCS,C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CC(=NC=C5)NCCS(=O)(=O)C)C(=O)N
UNC10225235A,44525933,LINCS,C1CN(CC1NC(=O)NC2=CC3=C(C=C2)OCO3)C4=NC(=NC=C4)NC5=CC=C(C=C5)F
UNC10225236A,10289896,LINCS,CN1C2=C(C=C(C=C2)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)CS(=O)(=O)C)N=C1NCC5=CC=C(C=C5)F.Cl
UNC10225238A,44527400,LINCS,CC1=CC(=C(N=C1)N)/C=C/C2=CC(=CN=C2)C(=O)NCCC3=C(C=C(C=C3)Cl)Cl.Cl
UNC10225239A,45271247,LINCS,CC1=NC(=CC=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=NNN=C5C=C4
UNC10225240A,44525925,LINCS,COC(=O)C(CC1=CC=CC=C1)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225241A,9925372,LINCS,C1=CC=NC(=C1)C2=C(C=NN2)C3=CC(=NC=C3)C4=CC=C(C=C4)C(F)(F)F
UNC10225242A,6539523,LINCS,CN1C(=O)C(=C(C1=O)NC2=CC=CC=C2)C3=CC=CC=C3
UNC10225243A,11594774,LINCS,CC1=CC=CC=C1C2=NC=CC(=C2)C3=C(NN=C3)C4=CC=CC=N4
UNC10225244A,6539497,LINCS,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)NC3=CC=CC(=C3)C(=O)O
UNC10225245A,44526894,LINCS,CC1=CC(=NC(=N1)NC2=CC=CC(=C2)C#N)N3CCC(CC3)NS(=O)(=O)C4=CC=C(C=C4)OC.C(=O)(C(F)(F)F)O
UNC10225247A,10286382,LINCS,CCCCC1=NN2C(=C1C3=NC(=NC=C3)NC4CC4)C=CC=N2
UNC10225248A,9925594,LINCS,CC1=C(NC(=C1C(=O)C)C2=CC=NC=C2)C3=CC=NC=C3
UNC10225249A,21027446,LINCS,C1=CC2=C(C(=NN2C(=C1)OCC(F)(F)F)C3=CC=C(C=C3)F)C4=CC=NC=C4
UNC10225250A,9914412,LINCS,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
UNC10225251A,10274521,LINCS,C1COCCN1CC2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5.Cl
UNC10225252A,6539480,LINCS,C1=CC(=CC=C1C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl)Cl
UNC10225253A,44525927,LINCS,C1CN(CC1NC(=O)C2=CC3=CC=CC=C3S2)C4=NC(=NC=C4)NC5=CC=C(C=C5)F
UNC10225254A,53469453,LINCS,CC1=CC=CC=C1CC(=O)N2CCC3=C2C=CC(=C3)C4=CN(C5=NC=NC(=C45)N)C
UNC10225255A,6539516,LINCS,C1CN(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC=CC=C4Cl
UNC10225257A,44528328,LINCS,C1CNC[C@@H]1NC2=NC3=C(C(=O)NC=C3)C(=N2)NC4=CC(=CC(=C4)Cl)Cl.C(=O)(C(F)(F)F)O
UNC10225258A,44328896,LINCS,CC(C)N1CCC(CC1)N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F
UNC10225259A,6539578,LINCS,C1CC1C(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=CC=CC=C4
UNC10225260A,25263084,LINCS,C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)F
UNC10225261A,44523335,LINCS,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)OCC4=CC=CC=C4Br)Cl)OC.Cl
UNC10225262A,49862643,LINCS,C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CC=NC=C5)C(=O)N
UNC10225263A,44526069,LINCS,CC1=C(C=C(C=C1)NC(=O)C2=CC=CC(=C2)C#N)C3=CC=C(C=C3)C(=O)NC4=CC=NC=C4
UNC10225264A,6539565,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=N3)C4=CC=CC=C4
UNC10225267A,6539486,LINCS,COC1=CC=CC(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C(=C3)Cl)O)Cl
UNC10225268A,44532669,LINCS,C1=CC(=CC(=C1)NC2=NC=CC(=N2)NC3=CC(=C(C=C3)OC4=CC(=CC=C4)Cl)Cl)C(=O)N.Cl
UNC10225269A,44528306,LINCS,C1C[C@H](CNC1)NC2=NC3=C(C(=O)NC=C3)C(=N2)NC4=CC=C(C=C4)S(=O)(=O)N5CCOCC5.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O
UNC10225270A,44578252,LINCS,CC1=C(C=C(C=C1)C(=O)NC2CCCC2)C3=CC=C(C=C3)C(=O)NCC4CC4
UNC10225271A,44528496,LINCS,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5
UNC10225273A,44532639,LINCS,CC(C)S(=O)(=O)N1CCN(CC1)CC2=CC3=C(C=C2)N(C(=N3)NC(=O)C4=CSC=C4)C[C@@H](C5=CC=CC=C5)O
UNC10225274A,9929101,LINCS,CNC1=NC=CC(=N1)C2=C(N=CN2C3CCN(CC3)C)C4=CC=C(C=C4)F
UNC10225275A,6539472,LINCS,C1=CC(=CC(=C1)O)NC2=C(C(=O)NC2=O)C3=CC=C(C=C3)Cl
UNC10225278A,44525939,LINCS,CC(=O)NC1=CC=CC(=C1)C(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)OC
UNC10225279B,44532551,LINCS,CS(=O)(=O)CCNCC1=NC(=CS1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC=CC=C5)Cl.Cl
UNC10225282A,44525959,LINCS,COC1=CC=C(C=C1)CNC(=O)NC2CCN(CC2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225285A,25093464,LINCS,CC1=C(C=C(C=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)NS(=O)(=O)C
UNC10225286A,6539506,LINCS,CSC1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CC(=CC=C3)Cl
UNC10225287A,44529229,LINCS,C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)NC(=O)NC(C)(C)C)C(=O)N
UNC10225288A,6539461,LINCS,COC1=CC=CC(=C1)C2=C(C(=O)NC2=O)NC3=CC(=CC=C3)Cl
UNC10225289A,447966,LINCS,C1=CC=C2C(=C1)C(=CC=N2)C3=C(NN=C3)C4=CC=CC=N4
UNC10225290A,44532445,LINCS,C1CSCCN1CC2=CC=C(O2)C3=CC4=NC=CC(=C4C=C3)NC5=C(C=C(C=C5)Cl)F
UNC10225291A,44433573,LINCS,CC(C)C1=CC=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C=C(C=C5)OC
UNC10225292A,6539602,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC=CC=C4F
UNC10225293A,6539513,LINCS,CN(C1=CC=CC=C1)C2=C(C(=O)NC2=O)C3=CC(=CC=C3)OC
UNC10225294A,1489204,LINCS,CC1=CC=CC=C1C(=O)C2=CNC(=C2)C(=O)NCC3=CC=CC=C3OC
UNC10225297A,53467178,LINCS,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)F
UNC10225299A,6539473,LINCS,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)NC3=CC(=CC=C3)O
UNC10225300A,6539605,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=C(C(=CC=C4)F)F
UNC10225301A,11370662,LINCS,C1=CC=C2C(=C1)C(=CC=N2)C3=C(N=C(S3)N)C4=CC=CC=C4F
UNC10225302A,44305812,LINCS,CCC(CC)(CC)N1C=NC2=C(N=CN=C21)N
UNC10225303A,6539464,LINCS,COC1=CC=C(C=C1)C2=C(C(=O)NC2=O)NC3=CC(=CC=C3)Cl
UNC10225304A,6539541,LINCS,CCCC(=O)NC1=C2C=CC=NC2=NN1
UNC10225305A,9923028,LINCS,COC1=CC=CC2=C(C(=NN21)C3=CC=C(C=C3)F)C4=CC=NC=C4
UNC10225306A,44525960,LINCS,C1CN(CCC1NC(=O)NC2=CC=CC=C2F)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225308A,44525485,LINCS,COC1=CC=C(C=C1)NC2=NC=CC(=N2)C3=CC=C(C=C3)NC(=O)C4=CC5=C(N4)C=CC(=C5)F
UNC10225309A,11231979,LINCS,C1=CC=C2C(=C1)C(=CC=N2)C3=C(N=C(S3)N)C4=CN=CC=C4
UNC10225311A,44525970,LINCS,COC(=O)C1=CC(=CC=C1)NC(=O)NCCNC2=NC(=NC=C2)NC3=CC=C(C=C3)F
UNC10225312A,6539570,LINCS,COC1=CC=CC(=C1)C2=NC3=C(C=C2)C(=NN3)NC(=O)C4CC4
UNC10225313A,44525937,LINCS,COC1=CC=C(C=C1)NC2=NC=CC(=N2)N3CCC(C3)NC(=O)C4=CC=CC(=C4)C#N
UNC10225314A,44529831,LINCS,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)NC3=NC=CC(=N3)NC4=CC=CC5=C4C=NN5
UNC10225317A,6539610,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=COC=C4
UNC10225318A,44529101,LINCS,COC1=CC(=CC(=C1OC)OC)NC2=NC=CC(=N2)C3=C4C=CC=CN4N=C3C5=CC(=CC=C5)NC(=O)C6=C(C=CC=C6F)F
UNC10225319A,11524582,LINCS,C1=CC2=C3C(=NN2C=C1)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl
UNC10225320A,10595057,LINCS,C1COCCN1CCCN2C=NC(=C2C3=CN=CC=C3)C4=CC=C(C=C4)F
UNC10225322A,44532297,LINCS,CC(C)C1=C(C=C(C=C1)O)NC2=C3C=C(C=CC3=NC=C2)C(F)(F)F
UNC10225323A,51356854,LINCS,CC(C)NC1=NC(=NC(=C1)C2=CC3=C(C=C2)C(=NN3)N)N
UNC10225325A,44528946,LINCS,C1=CC2=C(C(=NN2C=C1)C3=CC(=CC=C3)NC(=O)C4=C(C=CC=C4F)F)C5=NC(=NC=C5)NC6=CC=CC(=C6)C(F)(F)F
UNC10225326A,6539587,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CSC=C4
UNC10225327A,10267580,LINCS,CC1=NC(=CC=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=NC=C4
